# Name    LC   H  He Si
SN2011fe  lin  n  n  y
SN1987A   pla  y  y  n
SN2003dh  lin  n  n  n
SN2013dy  lin  n  n  y
SN2013ej  lin  y  y  n
SN1993J   lin  y  y  n
SN2012fr  lin  n  n  y
SN2002ap  lin  n  n  n
SN2012aw  pla  y  y  n
SN2009ip  lin  y  y  n
SN2014J   lin  n  n  y
SN2011dh  pla  y  y  n
SN2012dn  lin  n  n  y
SN1999ee  lin  n  n  y
SN2000cx  lin  n  n  y
SN2005bf  lin  n  y  n
